FIPS,SES,pm25
1001,Q2,6.94277825833759
1003,Q2,5.83770358880245
1005,Q5,6.33994082626066
1009,Q2,7.89720046281604
1011,Q5,7.17126594601172
1013,Q5,6.01373121018502
1015,Q5,7.40610977690243
1017,Q5,6.8658986761613
1021,Q4,6.72057745561301
1023,Q5,5.83413017555467
1025,Q5,5.83357039481346
1027,Q5,6.59932249132937
1031,Q4,6.39654827166127
1033,Q4,7.09804773218403
1039,Q4,6.23926478454699
1043,Q4,7.83511806940957
1045,Q4,6.48650048095072
1047,Q5,6.25454165024869
1049,Q4,7.57602461092588
1051,Q3,6.8724086801376
1053,Q5,6.33914965848737
1055,Q4,7.5601635745378
1059,Q4,6.55221974412353
1061,Q4,6.81392912910177
1065,Q5,6.24979168334556
1067,Q4,6.44203938639604
1069,Q4,6.75790809875587
1071,Q4,7.11755019465772
1073,Q5,8.74485307875156
1075,Q4,6.44068447177328
1077,Q4,7.41768289277623
1079,Q3,7.29381905646232
1081,Q4,6.61911687931426
1083,Q3,7.88369230496285
1087,Q5,6.78517924021507
1089,Q3,7.65848018316075
1091,Q5,6.06872591168583
1093,Q4,6.33257460460473
1095,Q4,7.57830419687227
1097,Q5,6.4521158784447
1099,Q5,5.9122093855359
1101,Q5,6.8560110430348
1103,Q4,7.87040276429898
1105,Q5,6.19698772580741
1109,Q5,6.28794406790094
1111,Q4,6.74593308578078
1113,Q5,6.64141033979652
1115,Q2,7.78392185675734
1117,Q1,8.09083196879007
1121,Q5,7.17245170051374
1123,Q4,6.4656126637243
1125,Q4,6.78253230094122
1127,Q4,7.41252711589539
1129,Q4,5.87565624888311
1131,Q5,5.98668490599842
1133,Q4,6.73188925891755
4001,Q5,2.64411441221791
4003,Q4,2.71976096593235
4005,Q4,2.68949361149383
4007,Q3,2.86676434341267
4011,Q3,2.97964599857908
4012,Q3,2.84578967067678
4013,Q3,4.62845914663208
4015,Q3,2.82881101135363
4017,Q5,2.6758897556882
4019,Q4,3.64564123045363
4021,Q3,3.57486791972137
4023,Q5,2.75964097745615
4025,Q2,2.98179678339999
5001,Q4,6.64952793217345
5003,Q4,6.03328284849473
5005,Q3,5.59864131964222
5007,Q2,6.2311095860685
5009,Q3,5.60026626443396
5015,Q4,5.8180983392707
5017,Q5,6.40109101818168
5019,Q4,5.88036335452276
5021,Q4,7.00357873285701
5023,Q3,6.0638540004657
5027,Q5,5.92179823582563
5029,Q3,6.42395973654679
5031,Q5,7.14493929334909
5033,Q4,6.06924301408524
5035,Q5,7.29403891677463
5039,Q5,5.99157885870444
5045,Q3,6.8012872108224
5047,Q4,5.7838011354009
5049,Q3,5.72529211275797
5051,Q4,5.96639069636685
5055,Q4,7.03793423386818
5057,Q5,5.98774943146897
5059,Q3,6.14480407072166
5061,Q5,5.89728787887953
5063,Q4,6.29750359866569
5069,Q5,6.69254409174674
5071,Q4,5.74126619103863
5075,Q5,6.62827178449807
5079,Q5,6.32302570982847
5081,Q4,6.41477011696871
5083,Q3,5.80362615315221
5085,Q3,7.01198409059228
5089,Q3,5.52381256257596
5091,Q5,6.46984607856584
5093,Q5,7.08249618702201
5099,Q5,5.88217181359665
5103,Q5,5.87973316184984
5107,Q5,6.94514250169919
5111,Q5,7.09940446376792
5115,Q4,6.11714947313623
5117,Q3,6.78137546459964
5119,Q5,6.90720881445443
5123,Q5,7.05710119418647
5125,Q2,6.66083780236106
5127,Q5,5.57065585144562
5131,Q4,6.28867605288544
5139,Q5,6.11629880743466
5143,Q4,6.09365263484575
5145,Q3,6.56046022587067
5147,Q5,6.81236176416323
6001,Q3,5.08846575806355
6003,Q1,2.69048481442156
6005,Q1,3.91834791801083
6007,Q4,3.86965088664881
6009,Q1,3.67616648744982
6013,Q2,4.93964627879781
6015,Q5,2.62277304434589
6017,Q1,3.72862839945085
6019,Q5,4.16545027842802
6021,Q4,3.79125811201272
6023,Q4,2.60107255576869
6025,Q5,4.20481638464091
6029,Q5,3.8406458002544
6031,Q5,4.18615021401358
6033,Q4,3.02190668180155
6035,Q3,2.81761396851951
6037,Q5,5.48893104685529
6039,Q5,3.83297245185378
6041,Q1,4.03078182197043
6045,Q4,2.73898897532727
6047,Q5,4.16839779202279
6049,Q4,2.4442505975823
6053,Q4,3.70860218248584
6055,Q2,3.93908007605822
6057,Q1,3.70682236011725
6059,Q2,5.34185565540498
6061,Q1,4.52111153786573
6063,Q2,2.83958304026526
6065,Q4,4.60913716658313
6067,Q4,5.17688106469454
6069,Q3,4.05186403357439
6071,Q4,5.0030467203735
6073,Q3,5.02964930472629
6075,Q2,4.75271942803337
6077,Q5,4.81468883200787
6079,Q2,3.4787957076469
6081,Q1,4.73254564244476
6083,Q3,3.40802396430664
6085,Q2,4.51981575813682
6087,Q3,4.26378821250599
6089,Q4,3.31071799856796
6093,Q4,2.48670291742619
6095,Q3,4.53324531408295
6097,Q2,3.51027153841859
6099,Q5,4.69452737041901
6101,Q4,4.68154810236442
6103,Q5,3.54290427561274
6107,Q5,3.88870561511044
6109,Q2,3.29139265743509
6111,Q2,3.8128035028156
6113,Q3,4.71170423194121
6115,Q5,4.51049436209353
8005,Q3,4.24298270982448
8013,Q2,3.17415833982272
8023,Q5,2.46376869258069
8029,Q2,2.50388332015415
8031,Q4,4.1148080145585
8035,Q1,3.69964456477787
8039,Q1,3.36331929662688
8041,Q3,3.90359952677108
8043,Q2,2.50769394011774
8045,Q1,2.43102386528239
8047,Q1,2.65866247955898
8051,Q1,2.19369075928208
8063,Q1,3.35455234978686
8067,Q1,2.40771505277201
8069,Q2,3.08967907392637
8071,Q4,2.62880834694076
8077,Q2,3.02774380025773
8081,Q2,2.47937227323244
8083,Q4,2.61765518895842
8085,Q2,2.47370984489479
8087,Q4,3.49982244107492
8089,Q5,2.97586251446193
8095,Q1,3.49392078520799
8099,Q5,3.07354836260953
8101,Q4,3.23031337182265
8107,Q1,2.55689632686774
8109,Q5,2.22313116018582
9001,Q2,6.73468506470033
9003,Q3,6.00338336250012
9005,Q1,5.84153460248046
9007,Q1,6.05386463216031
9009,Q3,6.16220457957369
9011,Q1,6.01872116864302
9013,Q1,6.11283742162255
9015,Q3,6.03208432354126
10001,Q3,7.37296464353583
10003,Q2,8.11266500567657
10005,Q2,6.96209357300105
11001,Q5,8.94598186533326
12001,Q4,7.23127722209532
12005,Q3,5.92639496824125
12007,Q4,7.14910163286167
12009,Q2,5.21856177043378
12011,Q4,5.20231248704373
12015,Q2,5.58492021016264
12017,Q2,6.74415372559379
12019,Q2,7.06869758538873
12021,Q2,5.24599995784606
12023,Q4,7.14098803297692
12027,Q5,6.37711299395095
12029,Q2,6.66150671850745
12031,Q4,6.65236178287716
12033,Q5,6.55667322962237
12039,Q5,7.00104438828779
12045,Q4,5.66277961204788
12049,Q5,6.56728540326731
12051,Q5,6.29720764236312
12053,Q3,6.45716690678753
12055,Q3,6.4039516423519
12057,Q4,6.85246430275805
12059,Q4,7.00181548337179
12061,Q3,5.06258052967205
12063,Q4,7.05942475226854
12065,Q4,6.91400548039731
12067,Q3,7.04606031067918
12069,Q2,6.86220826098688
12071,Q2,5.47226721457808
12073,Q4,6.94720891059483
12075,Q4,6.80613025595013
12079,Q5,7.10046442505428
12081,Q3,5.5917150790737
12083,Q3,7.40802498403949
12085,Q1,5.05341980109729
12086,Q5,4.90095094194455
12087,Q1,3.63033754493798
12089,Q2,6.14819262313805
12091,Q2,6.08706433643343
12093,Q4,6.13790704786786
12095,Q4,6.57786512298432
12097,Q4,6.50965356932124
12099,Q3,5.23976542931731
12101,Q3,6.32733080985237
12103,Q3,5.975297640855
12105,Q4,6.74994505549851
12107,Q5,7.13410393024327
12109,Q1,6.02526111017404
12111,Q3,5.05340625594239
12113,Q2,7.59791697346324
12115,Q2,5.4048567356502
12117,Q2,6.55261829649811
12119,Q1,7.29254831079098
12121,Q4,7.17919743177294
12125,Q4,7.17957619491612
12127,Q3,5.77878970483271
12131,Q3,6.38354603114068
13005,Q4,6.52715014575982
13007,Q5,6.79261657024201
13009,Q5,7.72506634973556
13013,Q3,9.25223365089665
13015,Q3,8.73366606886457
13017,Q5,6.74697158127631
13021,Q5,7.82087748607704
13025,Q5,6.22452760611384
13031,Q5,6.76467725758114
13033,Q5,6.80705913193244
13035,Q3,8.65685409553676
13045,Q4,8.1461133263966
13047,Q3,8.13396192713537
13051,Q4,6.44412814785894
13055,Q5,7.78960813094962
13057,Q1,8.83649736379737
13059,Q5,8.59205041250321
13063,Q5,9.11789026538256
13067,Q3,9.02856936835446
13069,Q5,6.68452916373602
13071,Q5,7.01826045705582
13073,Q1,7.31036872680917
13075,Q5,6.98310278736153
13077,Q2,8.369321467178
13087,Q5,6.87404439192653
13089,Q5,9.16857199353465
13095,Q5,6.9729397877876
13097,Q4,8.70752252100942
13103,Q2,6.87569847016378
13107,Q5,6.625903593866
13109,Q5,6.71453383937964
13113,Q1,8.69063836988762
13115,Q4,8.1401898901754
13117,Q1,8.94821257940724
13119,Q4,7.96394129235737
13121,Q4,8.97884863728127
13123,Q3,7.07682090521092
13125,Q4,7.09908779022408
13127,Q4,5.80193347481203
13129,Q4,8.53441335950226
13131,Q5,6.92833464650298
13135,Q3,9.23974832251839
13137,Q4,7.09172503362524
13139,Q3,8.77871530533424
13143,Q5,7.92630982407203
13147,Q5,8.07917076167175
13149,Q5,7.53971769225496
13151,Q3,9.12112430023721
13153,Q4,7.58234430234307
13157,Q3,9.091821686414
13165,Q5,6.56358900131858
13167,Q5,6.80122804530078
13171,Q5,7.90299023979921
13173,Q5,6.69443596979926
13175,Q5,6.9578958742006
13177,Q2,6.97162742336503
13179,Q5,6.46380508545952
13185,Q5,7.12475134102262
13187,Q3,7.29170614697321
13191,Q4,5.67236834710687
13193,Q5,7.15696177610064
13199,Q5,7.53085995699144
13205,Q5,6.86930678026211
13211,Q4,8.31204662103237
13213,Q4,7.95825835960329
13215,Q5,6.76350251091883
13217,Q4,9.27420206968206
13219,Q1,8.67058978489866
13221,Q3,7.98578839815166
13223,Q2,8.71459638343962
13225,Q5,7.46246207292267
13227,Q2,7.6918810633922
13229,Q4,6.33808979630435
13233,Q5,8.03059945573403
13235,Q4,7.00451485911657
13237,Q3,7.79628982840419
13245,Q5,7.28725839756521
13247,Q4,9.30450201895389
13253,Q5,6.85996115630692
13255,Q5,8.72986501398054
13257,Q4,7.05908336756321
13261,Q5,6.93099784719114
13269,Q5,6.96074239278169
13271,Q5,6.62143988953829
13275,Q5,7.01778274985063
13277,Q5,7.0821738181263
13279,Q5,6.589086332105
13283,Q5,6.74762534563502
13285,Q5,7.28051363560266
13293,Q5,7.46582257320202
13295,Q4,7.94819680215703
13297,Q3,9.20761433402254
13299,Q5,6.26530666332759
13301,Q5,7.13722716001601
13305,Q4,6.37365323433317
13307,Q5,6.68233081435822
13311,Q4,7.10518496277836
13313,Q5,8.35543280220942
13315,Q5,6.79013057186594
13321,Q5,7.00798807598098
16001,Q2,5.79289029565181
16003,Q1,2.85037100195973
16005,Q3,4.37151196523682
16011,Q3,4.43457739687015
16017,Q2,3.73426989352786
16019,Q2,4.67652267910039
16023,Q2,3.03232657672455
16027,Q4,5.85911331337928
16039,Q3,3.36306958241264
16055,Q2,4.33356341278112
16057,Q3,3.99942559524972
16059,Q3,2.70572959171517
16061,Q2,3.30028900124183
16065,Q5,4.55044357297893
16069,Q2,3.44214972129342
16071,Q2,3.89124509994219
16073,Q5,3.92644964051802
16075,Q3,4.60482528750781
16077,Q2,3.90977944594218
16079,Q3,3.14729554924989
16083,Q3,4.34004587769971
17001,Q2,6.46131391367524
17003,Q5,7.32949101430402
17007,Q2,6.7837709148061
17009,Q2,6.37243397114564
17011,Q2,6.75064063166158
17019,Q3,7.0154201115963
17021,Q3,6.78534255456996
17027,Q1,7.18622058735282
17029,Q3,6.93702228731605
17031,Q4,8.48279540936452
17035,Q2,6.94988976659787
17037,Q2,6.95519638265373
17043,Q1,7.71903721716936
17045,Q3,7.12378080473525
17047,Q2,7.1064831070484
17049,Q2,6.84211936082696
17051,Q3,6.69865343938315
17055,Q4,6.937949035716
17057,Q3,6.52441464432182
17061,Q3,6.78612268603977
17063,Q1,7.11258596281154
17065,Q2,6.90884944528929
17067,Q2,6.38065388635003
17069,Q4,6.85319824051834
17073,Q1,6.72971716080079
17075,Q2,7.01218213740278
17077,Q5,6.94748930918166
17081,Q4,6.85311064838686
17083,Q1,7.1832948693928
17085,Q1,6.17617179424544
17087,Q2,6.94061710792582
17089,Q2,7.26716374503054
17091,Q4,7.26654689766979
17093,Q1,7.25137487475773
17095,Q3,6.54628938351165
17097,Q1,7.07803011729026
17099,Q2,6.85989453498269
17101,Q4,7.29668137839397
17103,Q2,6.7477007068974
17105,Q2,6.8430455096139
17107,Q2,6.84712837730689
17109,Q4,6.27306624889914
17111,Q1,7.01409849127903
17113,Q2,6.77465205183118
17115,Q4,7.00267123294255
17117,Q2,6.94359659778271
17119,Q3,7.80463040679408
17121,Q4,6.77953987474778
17123,Q1,6.85234781426417
17125,Q4,6.63741361358482
17131,Q1,6.48574162443141
17133,Q1,7.57555919333973
17135,Q3,6.71106998004038
17137,Q3,6.69765850679817
17139,Q1,6.91818199803921
17141,Q2,6.7347411220747
17143,Q4,6.9125935530136
17145,Q3,6.90669148649643
17147,Q1,7.02210108925278
17149,Q2,6.5401724743531
17157,Q2,7.08534404551492
17161,Q3,6.69338128336637
17163,Q5,7.81413959537281
17165,Q4,6.84508636272383
17167,Q3,6.81165636886782
17173,Q1,6.7744617714804
17177,Q4,6.42985892564079
17179,Q1,7.10695708853242
17183,Q5,7.11797604145591
17187,Q3,6.41124055313815
17193,Q3,7.0627282456765
17195,Q2,6.73955700256025
17197,Q1,7.65871775235269
17199,Q4,6.87747875413646
17201,Q4,6.62377883127751
17203,Q1,6.92923547985158
18001,Q3,7.79317383743354
18003,Q3,7.97631324870456
18005,Q2,7.94786542189802
18007,Q1,7.24410439232853
18009,Q3,7.68802673434058
18011,Q1,7.97489427010046
18015,Q1,7.72983457616607
18017,Q3,7.70314410846901
18019,Q3,8.88114639575936
18021,Q2,7.28221601205951
18023,Q2,7.92147679609954
18025,Q4,7.38380035106134
18027,Q2,7.53406189068878
18029,Q1,7.96800060750122
18031,Q2,8.00232549450561
18033,Q2,7.76169368816689
18035,Q4,7.82393941455025
18037,Q1,7.84367688985453
18039,Q3,8.14685092951414
18041,Q4,7.70223827602967
18043,Q3,8.80973335379029
18045,Q2,7.35736422811335
18051,Q2,7.61834249751664
18053,Q4,7.8002211002119
18055,Q2,7.38308312114515
18057,Q1,8.39450765624299
18059,Q1,8.36888905429269
18061,Q2,7.9349511049677
18063,Q1,8.02060409539793
18065,Q3,7.99100595950136
18067,Q4,8.04635236003259
18069,Q2,7.69993705686873
18071,Q2,7.71864418994892
18073,Q2,7.18275522403741
18075,Q2,7.74975366948223
18077,Q3,7.80378631267121
18079,Q3,7.78296976175545
18081,Q1,8.47041022902231
18083,Q4,7.47011620400354
18085,Q2,7.81413469414584
18087,Q2,7.70776224301494
18089,Q4,8.25351252365993
18091,Q3,7.51050178989273
18093,Q3,7.23230105659903
18095,Q4,8.05141165790268
18097,Q5,8.55655770019168
18099,Q2,7.63455398974772
18103,Q4,7.87117298528224
18105,Q3,7.28322544574919
18107,Q2,7.54018308010121
18109,Q2,7.82884060690943
18113,Q2,7.72872140433394
18117,Q4,7.31793598817103
18119,Q2,7.27158655371573
18121,Q2,7.2114655519842
18127,Q2,7.79706029139386
18129,Q1,7.59467320379924
18131,Q3,7.2750790381285
18133,Q2,7.24015968327665
18135,Q3,7.82160774018527
18137,Q2,7.79241326052577
18141,Q4,7.76867714460113
18143,Q4,7.85991281542492
18145,Q2,8.38316092838238
18147,Q1,7.98832333715893
18149,Q4,7.34466863469746
18151,Q2,7.34496435779739
18155,Q3,7.73936393522887
18157,Q3,7.8561273606913
18161,Q2,7.8043027500777
18163,Q4,7.77979887755409
18167,Q4,7.50726700998366
18169,Q2,7.62970869377321
18173,Q1,7.74624518178757
18175,Q3,7.71655891509542
18177,Q4,7.88219396378517
18179,Q1,7.85791270040088
18181,Q2,7.47044996193797
18183,Q1,7.65307658555891
19001,Q1,5.51188471678714
19005,Q1,5.67009868757958
19007,Q3,5.78632940228462
19009,Q1,5.49864122722653
19011,Q1,6.14730573279602
19013,Q3,6.19849095099559
19015,Q1,6.12222983178726
19017,Q1,6.07525528919523
19019,Q1,6.02124928705495
19027,Q1,5.55635300819412
19033,Q2,5.89964296642811
19045,Q2,6.7409797538073
19047,Q1,5.51654943881287
19049,Q1,6.12927303125765
19053,Q3,5.66719123686228
19055,Q1,5.9943120308007
19057,Q3,6.31698494502826
19061,Q1,6.19710724704588
19065,Q1,5.92662298437859
19071,Q1,5.98646132925161
19075,Q1,6.08004849339969
19079,Q1,5.89022582852845
19083,Q1,5.9235223765847
19087,Q3,6.24541554206447
19089,Q1,5.72163922787156
19091,Q1,5.68197239229867
19095,Q1,6.13506255679869
19099,Q2,6.12590054390992
19103,Q2,6.57741807187366
19105,Q1,6.2362840903324
19109,Q1,5.61140972253283
19111,Q3,6.32332837303199
19113,Q1,6.52060000673675
19117,Q3,5.7527645580607
19119,Q1,5.58150952164065
19123,Q2,6.06999545461351
19125,Q1,5.97930359679324
19127,Q2,6.08817254101439
19131,Q1,5.81180822983615
19133,Q1,5.69054887032903
19137,Q2,5.64729437723232
19139,Q3,6.50232684512566
19143,Q1,5.37716393125
19149,Q1,5.70513563004856
19151,Q1,5.52509234316656
19153,Q2,6.39248398888761
19155,Q3,6.40467529910751
19159,Q1,5.60984725758256
19161,Q1,5.54573955683189
19163,Q3,6.74949176553615
19167,Q1,5.64815729696677
19169,Q1,6.21965125993967
19177,Q2,5.98853784727247
19179,Q3,6.26094525519524
19181,Q1,6.11208222856134
19183,Q1,6.29550417120238
19187,Q3,5.79353928248827
19189,Q1,5.7497965480969
19191,Q1,5.73905427263746
19193,Q3,6.03892863912849
20001,Q2,7.52082976222683
20005,Q2,6.77785307916664
20007,Q2,5.6605275057054
20009,Q2,5.34869066953587
20011,Q3,7.45426239739817
20013,Q4,6.40334493035341
20015,Q1,7.66516813423491
20021,Q3,7.11275554386552
20023,Q1,3.78481273973686
20031,Q1,7.35194584346585
20035,Q3,7.41815469719416
20037,Q3,7.12084002212159
20041,Q2,6.99112774458121
20045,Q3,7.32380139062526
20051,Q1,4.7982269916401
20053,Q1,5.60283613229033
20055,Q3,4.41501026455473
20057,Q4,4.59619845073991
20059,Q1,7.17705162781271
20061,Q4,7.0387345694686
20079,Q1,7.10484258356266
20087,Q1,7.18946660527109
20091,Q1,7.94425322219526
20099,Q3,7.17255125449339
20103,Q1,7.35167395306195
20109,Q1,4.05855964021449
20111,Q4,7.41037174219383
20113,Q1,6.40948488248942
20121,Q1,7.30623809032953
20123,Q1,5.83834768634612
20125,Q3,7.66287247880904
20127,Q1,7.18844033523473
20129,Q1,3.69674296077575
20135,Q1,4.33687048865212
20149,Q1,7.24565892850905
20155,Q3,6.23715345849653
20161,Q4,7.10442001188507
20169,Q2,6.61530330370234
20173,Q3,7.70683948923762
20177,Q4,7.26142574548711
20183,Q1,5.11810380770122
20189,Q2,4.16698218382416
20191,Q2,7.51331109958303
20201,Q1,6.34026127772493
20205,Q2,7.69161159149056
20209,Q5,7.94953709110388
21001,Q5,6.81167727656941
21003,Q4,7.16085779702444
21005,Q2,7.66026344347968
21009,Q4,7.27139804063569
21011,Q5,7.22193320486336
21013,Q5,6.32340244218964
21015,Q1,8.15165489704763
21019,Q4,7.81093545646594
21021,Q4,7.34853148002036
21027,Q3,7.21835204263527
21029,Q2,8.20323589576534
21035,Q3,6.68827824369907
21037,Q3,8.27582456403148
21043,Q4,7.15516364632215
21047,Q5,6.92154903971531
21049,Q4,7.61909753126609
21051,Q5,6.31723344055063
21059,Q3,7.93410118919835
21063,Q5,6.83546592014044
21065,Q5,6.96887385306754
21067,Q4,7.88288470219661
21071,Q5,6.48943271883002
21073,Q4,7.93114885523721
21075,Q5,6.78837152683875
21079,Q4,7.31353556475769
21081,Q5,7.73231028407772
21083,Q4,6.88681351429847
21085,Q4,7.04858891834247
21089,Q3,7.57026354589809
21093,Q3,7.41467203592672
21095,Q5,6.11067926944984
21099,Q5,7.07344546626799
21101,Q4,7.83841059899907
21107,Q4,6.93550443725418
21111,Q4,8.83660987897555
21113,Q4,7.76098926409809
21115,Q5,6.64385921740792
21117,Q3,8.27862793991548
21119,Q5,6.26614561153167
21121,Q5,6.44069258188591
21123,Q3,7.23628538153098
21125,Q5,6.73786482101634
21131,Q5,6.07666979657701
21133,Q5,6.08144854360504
21141,Q4,7.25544021719932
21143,Q2,6.69719843659457
21145,Q4,7.15346014225848
21147,Q5,6.39392573159275
21151,Q4,7.31848907391273
21155,Q4,7.19376058184955
21157,Q2,6.90314102462724
21159,Q5,6.60806986637468
21161,Q4,7.43739198932797
21163,Q3,7.47210043466433
21177,Q4,7.1813877570103
21179,Q3,7.45217359073039
21181,Q3,7.41294710305869
21183,Q4,7.4510822631195
21185,Q1,8.89231772286036
21191,Q3,7.70502895286181
21193,Q5,6.20618092206082
21195,Q5,6.33735955374429
21199,Q4,6.78550792169577
21203,Q5,6.89896757271776
21205,Q5,6.9271638292928
21209,Q3,7.89748122014708
21211,Q2,8.28728836946492
